ilce_adi,mahalle_adi,mahalle_adi,mahalle_koy_uavt,display_name,address,latitude,longitude,estimated_population_mahalle,structural_fragility_score,risk_score,risk_category,1980_oncesi,1980-2000_arasi,2000_sonrasi,1-4 kat_arasi,5-9 kat_arasi,9-19 kat_arasi,cok_agir_hasarli_bina_sayisi,agir_hasarli_bina_sayisi,can_kaybi_sayisi,agir_yarali_sayisi,hastanede_tedavi_sayisi,gecici_barinma,dogalgaz_boru_hasari,icme_suyu_boru_hasari,atik_su_boru_hasari,total_buildings_mahalle
tuzla askeri bolge,Tuzla Askeri Bölge,,0.0,"Tuzla Askeri Bölge, İstanbul, Marmara Bölgesi, Türkiye","{""city_district"": ""Tuzla Askeri Bölge"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.84578829795725,29.336775114250965,0,0.0,0.0,NOT ENOUGH DATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tuzla,Akfırat Mahallesi,AKFIRAT,40725.0,"Akfırat Mahallesi, İstanbul, Marmara Bölgesi, 34959, Türkiye","{""village"": ""Akfırat Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34959"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.9449316349678,29.425278013000376,5106,24.0,0.0015,LOW,0.0,0.0,480.0,475.0,5.0,0.0,1.0,11.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,480.0
tuzla,Anadolu Mahallesi,ANADOLU,40730.0,"Anadolu Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Anadolu Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.90819201172373,29.366424700295923,2127,22.0,0.0,NOT ENOUGH DATA,0.0,40.0,160.0,193.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,200.0
tuzla,Aydınlı Mahallesi,AYDINLI,40720.0,"Aydınlı Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34953, Türkiye","{""city_district"": ""Aydınlı Mahallesi"", ""town"": ""Tuzla"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34953"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.87293184440375,29.3503533086579,54745,1226.4,0.1803,EXTREME,158.0,2730.0,2258.0,4130.0,844.0,172.0,41.0,176.0,22.0,12.0,87.0,3467.0,2.0,3.0,9.0,5146.0
tuzla,Aydıntepe Mahallesi,AYDINTEPE,40717.0,"Aydıntepe Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Aydıntepe Mahallesi"", ""town"": ""Tuzla"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.85567842134028,29.302508937773425,15468,415.4,0.0621,HIGH,140.0,699.0,615.0,744.0,592.0,118.0,11.0,38.0,12.0,6.0,34.0,1119.0,1.0,1.0,2.0,1454.0
tuzla,Cami Mahallesi,CAMÝ,40724.0,"Cami Mahallesi, İstanbul, Marmara Bölgesi, 34940, Türkiye","{""city"": ""Cami Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34940"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.817354138753124,29.31256075854002,9681,344.1,0.0908,EXTREME,170.0,457.0,283.0,809.0,100.0,1.0,26.0,73.0,11.0,6.0,33.0,729.0,1.0,1.0,2.0,910.0
tuzla,Cumhuriyet Mahallesi,,0.0,"Cumhuriyet Mahallesi, Çayırova, Kocaeli, Marmara Bölgesi, Türkiye","{""city"": ""Cumhuriyet Mahallesi"", ""county"": ""Çayırova"", ""province"": ""Kocaeli"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.85876844010754,29.375592991571526,0,0.0,0.0,NOT ENOUGH DATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tuzla,Evliya Çelebi Mahallesi,EVLÝYA ÇELEBÝ,40718.0,"Evliya Çelebi Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34944, Türkiye","{""suburb"": ""Evliya Çelebi Mahallesi"", ""town"": ""Tuzla"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34944"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.83949923440769,29.286962842752853,13106,322.2,0.0804,HIGH,88.0,590.0,554.0,871.0,360.0,1.0,19.0,65.0,9.0,4.0,27.0,931.0,1.0,1.0,3.0,1232.0
tuzla,Fatih Mahallesi,FATÝH,40731.0,"Fatih Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Fatih Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.925176524893295,29.347647148599602,3531,34.9,0.0015,LOW,0.0,61.0,271.0,303.0,29.0,0.0,1.0,5.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,332.0
tuzla,İçmeler Mahallesi,ÝÇMELER,40716.0,"İçmeler Mahallesi, İstanbul, Marmara Bölgesi, 34947, Türkiye","{""suburb"": ""İçmeler Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34947"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.84684483033229,29.305621138843193,12553,528.4,0.0401,HIGH,269.0,713.0,198.0,908.0,271.0,1.0,14.0,43.0,8.0,5.0,27.0,725.0,0.0,0.0,1.0,1180.0
tuzla,İstasyon Mahallesi,ÝSTASYON,40723.0,"İstasyon Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""İstasyon Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.82432422999742,29.32997957522311,14500,473.5,0.1678,EXTREME,301.0,398.0,664.0,894.0,469.0,0.0,46.0,98.0,29.0,19.0,80.0,1930.0,1.0,2.0,5.0,1363.0
tuzla,Mescit Mahallesi,MESCÝT,40732.0,"Mescit Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Mescit Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.895754794110395,29.34128863143948,7361,59.2,0.0419,HIGH,13.0,41.0,638.0,625.0,67.0,0.0,5.0,27.0,1.0,1.0,7.0,371.0,1.0,1.0,2.0,692.0
tuzla,Mimar Sinan Mahallesi,MÝMAR SÝNAN,40721.0,"Mimar Sinan Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, Türkiye","{""city_district"": ""Mimar Sinan Mahallesi"", ""town"": ""Tuzla"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.83799770562755,29.364217336056058,24596,818.2,0.2197,EXTREME,240.0,1582.0,490.0,1998.0,262.0,52.0,77.0,199.0,57.0,43.0,159.0,3143.0,1.0,2.0,5.0,2312.0
tuzla,Orhanlı Mahallesi,ORHANLI,40728.0,"Orhanlı Mahallesi, İstanbul, Marmara Bölgesi, 34956, Türkiye","{""city"": ""Orhanlı Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34956"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.89621659791155,29.356076807066383,19628,195.9,0.0588,HIGH,81.0,89.0,1675.0,1693.0,148.0,4.0,12.0,72.0,1.0,1.0,6.0,157.0,0.0,1.0,4.0,1845.0
tuzla,Orta Mahallesi,ORTA,40729.0,"Orta Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""neighbourhood"": ""Orta Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.89452162044494,29.38214380632755,10425,54.2,0.0222,MEDIUM,2.0,11.0,967.0,762.0,216.0,2.0,3.0,24.0,1.0,0.0,4.0,429.0,0.0,1.0,1.0,980.0
tuzla,Postane Mahallesi,POSTANE,40719.0,"Postane Mahallesi, İstanbul, Marmara Bölgesi, 34940, Türkiye","{""city"": ""Postane Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34940"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.82109788563629,29.284742280647322,35724,1275.8,0.172,EXTREME,719.0,1416.0,1223.0,3061.0,288.0,9.0,56.0,183.0,17.0,10.0,65.0,1878.0,2.0,2.0,6.0,3358.0
tuzla,Şifa Mahallesi,ÞÝFA,40722.0,"Şifa Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34950, Türkiye","{""city_district"": ""Şifa Mahallesi"", ""town"": ""Tuzla"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34950"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.8278585683414,29.35700083825782,25064,801.5,0.2906,EXTREME,234.0,1538.0,584.0,1844.0,483.0,29.0,103.0,238.0,81.0,50.0,218.0,4163.0,2.0,2.0,6.0,2356.0
tuzla,Tepeören Mahallesi,TEPEÖREN,40726.0,"Tepeören Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""village"": ""Tepeören Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.91728819899046,29.395855869261705,29585,269.6,0.0279,MEDIUM,78.0,188.0,2515.0,2699.0,81.0,1.0,8.0,49.0,0.0,0.0,2.0,332.0,1.0,1.0,0.0,2781.0
tuzla,Yayla Mahallesi,YAYLA,40715.0,"Yayla Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Yayla Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.832948938639504,29.308606882607524,18191,628.0,0.0847,EXTREME,387.0,583.0,740.0,1105.0,598.0,7.0,23.0,65.0,19.0,12.0,59.0,1815.0,1.0,1.0,2.0,1710.0
pendik,Yeşilbağlar Mahallesi,YEÞÝLBAÐLAR,40648.0,"Yeşilbağlar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34893, Türkiye","{""city_district"": ""Yeşilbağlar Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34893"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.89308066846807,29.22652246096243,8237,285.0,0.0286,MEDIUM,221.0,156.0,189.0,393.0,161.0,12.0,6.0,17.0,4.0,2.0,13.0,385.0,0.0,0.0,1.0,566.0
pendik,Güzelyalı Mahallesi,GÜZELYALI,40634.0,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Güzelyalı Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.86022308353501,29.279952936906895,26748,487.5,0.0529,HIGH,148.0,850.0,840.0,446.0,603.0,789.0,8.0,27.0,10.0,3.0,31.0,988.0,1.0,1.0,2.0,1838.0
pendik,Esenyalı Mahallesi,ESENYALI,40643.0,"Esenyalı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Esenyalı Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.860647723644426,29.29282885110366,14334,351.8,0.0272,MEDIUM,124.0,616.0,245.0,195.0,224.0,566.0,5.0,14.0,7.0,3.0,19.0,357.0,0.0,0.0,1.0,985.0
pendik,Orhangazi Mahallesi,ORHANGAZÝ,40650.0,"Orhangazi Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Orhangazi Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.86791664559016,29.29013720401001,27883,661.0,0.0357,HIGH,192.0,1276.0,448.0,1118.0,795.0,3.0,8.0,33.0,9.0,4.0,26.0,1239.0,1.0,0.0,1.0,1916.0
pendik,Fatih Mahallesi,FATÝH,40647.0,"Fatih Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Fatih Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.86822140317851,29.299333476553265,21305,488.8,0.0237,MEDIUM,129.0,977.0,358.0,897.0,564.0,3.0,6.0,25.0,6.0,3.0,19.0,905.0,0.0,0.0,1.0,1464.0
pendik,Ahmet Yesevi Mahallesi,AHMET YESEVÝ,40632.0,"Ahmet Yesevi Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34903, Türkiye","{""suburb"": ""Ahmet Yesevi Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34903"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.86898798392983,29.307758023265215,26850,506.1,0.0478,HIGH,27.0,1294.0,524.0,1254.0,578.0,13.0,7.0,38.0,6.0,2.0,24.0,1282.0,1.0,1.0,2.0,1845.0
pendik,Kaynarca Mahallesi,KAYNARCA,40631.0,"Kaynarca Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye","{""suburb"": ""Kaynarca Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34890"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.868804088136706,29.260672190978177,36411,847.6,0.0592,HIGH,392.0,1167.0,943.0,964.0,1426.0,112.0,12.0,37.0,14.0,6.0,46.0,1681.0,1.0,1.0,2.0,2502.0
pendik,Doğu Mahallesi,DOÐU,40627.0,"Doğu Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye","{""suburb"": ""Doğu Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34890"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.87835207345392,29.242500928983976,13636,296.0,0.0551,HIGH,111.0,479.0,347.0,366.0,496.0,75.0,9.0,26.0,10.0,5.0,30.0,813.0,1.0,1.0,1.0,937.0
pendik,Batı Mahallesi,BATI,40633.0,"Batı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye","{""suburb"": ""Batı Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34890"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.87601277859386,29.227354973885554,13548,374.3,0.0341,HIGH,231.0,361.0,339.0,338.0,589.0,4.0,8.0,23.0,8.0,4.0,25.0,737.0,0.0,0.0,1.0,931.0
pendik,Sapanbağları Mahallesi,SAPAN BAÐLARI,40637.0,"Sapanbağları Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Sapanbağları Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.88478154719837,29.22166093678818,13374,479.8,0.0373,HIGH,356.0,319.0,244.0,643.0,243.0,33.0,10.0,27.0,8.0,5.0,22.0,688.0,0.0,0.0,1.0,919.0
pendik,Bahçelievler Mahallesi,BAHÇELÝEVLER,40628.0,"Bahçelievler Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34893, Türkiye","{""suburb"": ""Bahçelievler Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34893"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.88586288445438,29.236089696090914,15382,426.8,0.0278,MEDIUM,284.0,347.0,426.0,673.0,345.0,39.0,7.0,23.0,6.0,3.0,19.0,609.0,0.0,0.0,1.0,1057.0
pendik,Yeni Mahalle,YENÝ,40652.0,"Yeni Mahalle, Pendik, İstanbul, Marmara Bölgesi, 34893, Türkiye","{""suburb"": ""Yeni Mahalle"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34893"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.88502318638232,29.228535872650525,16750,561.9,0.06,HIGH,403.0,405.0,343.0,793.0,312.0,46.0,16.0,44.0,14.0,8.0,38.0,1129.0,0.0,1.0,1.0,1151.0
pendik,Çınardere Mahallesi,ÇINARDERE,40644.0,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye","{""suburb"": ""Çınardere Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34896"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.89598701815939,29.24273291400558,20883,730.2,0.0336,HIGH,498.0,618.0,319.0,1063.0,357.0,15.0,11.0,38.0,8.0,6.0,27.0,958.0,0.0,0.0,1.0,1435.0
pendik,Orta Mahalle,ORTA,40645.0,"Orta Mahalle, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye","{""suburb"": ""Orta Mahalle"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34896"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.88990542278595,29.242544900169168,10012,429.0,0.0239,MEDIUM,343.0,229.0,116.0,583.0,104.0,1.0,8.0,24.0,5.0,4.0,16.0,415.0,0.0,0.0,0.0,688.0
pendik,Dumlupınar Mahallesi,DUMLUPINAR,40626.0,"Dumlupınar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye","{""suburb"": ""Dumlupınar Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34896"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.88901728163438,29.25084585973004,32759,1192.3,0.0575,HIGH,859.0,879.0,513.0,1721.0,514.0,16.0,17.0,58.0,11.0,8.0,38.0,1398.0,1.0,1.0,1.0,2251.0
pendik,Fevzi Çakmak Mahallesi,FEVZÝ ÇAKMAK,40629.0,"Fevzi Çakmak Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34899, Türkiye","{""suburb"": ""Fevzi Çakmak Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34899"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.8832591671134,29.26280796653404,30896,868.7,0.0399,HIGH,467.0,1063.0,593.0,1140.0,946.0,37.0,7.0,26.0,7.0,2.0,26.0,1133.0,1.0,1.0,1.0,2123.0
pendik,Çamçeşme Mahallesi,ÇAMÇEÞME,40649.0,"Çamçeşme Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Çamçeşme Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.87217797044025,29.273661283849997,26763,815.8,0.0256,MEDIUM,413.0,1105.0,321.0,910.0,906.0,23.0,7.0,23.0,8.0,4.0,26.0,1046.0,0.0,0.0,1.0,1839.0
pendik,Kavakpınar Mahallesi,KAVAKPINAR,40646.0,"Kavakpınar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Kavakpınar Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.879702866503024,29.284242867994493,68588,1592.8,0.078,HIGH,305.0,3558.0,850.0,3313.0,1378.0,22.0,21.0,93.0,19.0,8.0,65.0,2841.0,1.0,1.0,3.0,4713.0
pendik,Esenler Mahallesi,ESENLER,40638.0,"Esenler Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34899, Türkiye","{""suburb"": ""Esenler Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34899"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.886869689972585,29.271691331028496,23590,403.0,0.0145,MEDIUM,103.0,747.0,771.0,830.0,754.0,37.0,3.0,15.0,2.0,1.0,12.0,782.0,0.0,0.0,1.0,1621.0
pendik,Velibaba Mahallesi,VELÝBABA,40642.0,"Velibaba Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye","{""suburb"": ""Velibaba Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34896"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.90696707711621,29.25401213743271,39875,794.3,0.0499,HIGH,228.0,1469.0,1043.0,2139.0,575.0,26.0,10.0,48.0,5.0,3.0,26.0,1391.0,1.0,1.0,2.0,2740.0
pendik,Yayalar Mahallesi,YAYALAR,40641.0,"Yayalar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34909, Türkiye","{""suburb"": ""Yayalar Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34909"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.905013474089905,29.268235884877285,15513,402.2,0.017,MEDIUM,167.0,634.0,265.0,887.0,165.0,14.0,5.0,21.0,1.0,0.0,10.0,496.0,0.0,0.0,1.0,1066.0
pendik,Güllü Bağlar Mahallesi,GÜLLÜ BAÐLAR,40640.0,"Güllü Bağlar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34906, Türkiye","{""suburb"": ""Güllü Bağlar Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34906"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.8966577776232,29.274873536702792,19020,413.8,0.0152,MEDIUM,69.0,943.0,295.0,1014.0,283.0,10.0,4.0,21.0,1.0,0.0,11.0,552.0,0.0,0.0,1.0,1307.0
pendik,Ramazanoğlu Mahallesi,RAMAZANOÐLU,40639.0,"Ramazanoğlu Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Ramazanoğlu Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.89593638025751,29.28950328149747,18424,292.2,0.0417,HIGH,61.0,570.0,635.0,1177.0,86.0,3.0,11.0,47.0,1.0,0.0,10.0,220.0,1.0,1.0,1.0,1266.0
pendik,Sanayi Mahallesi,SANAYÝ,40651.0,"Sanayi Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Sanayi Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.901348131821194,29.314097551692516,11351,166.5,0.0313,HIGH,29.0,333.0,418.0,709.0,63.0,8.0,6.0,28.0,3.0,2.0,9.0,215.0,1.0,0.0,1.0,780.0
pendik,Kurtköy Mahallesi,KURTKÖY,40654.0,"Kurtköy Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Kurtköy Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.91431652112723,29.298351851553527,23459,453.9,0.0125,MEDIUM,164.0,725.0,723.0,1014.0,487.0,111.0,3.0,15.0,0.0,0.0,8.0,743.0,0.0,0.0,1.0,1612.0
pendik,Şeyhli Mahallesi,ÞEYHLÝ,40630.0,"Şeyhli Mahallesi, İstanbul, Marmara Bölgesi, 34906, Türkiye","{""suburb"": ""Şeyhli Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34906"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.90770305196107,29.28646758115258,16095,305.0,0.0404,HIGH,117.0,462.0,527.0,732.0,319.0,55.0,7.0,27.0,4.0,2.0,17.0,832.0,1.0,1.0,1.0,1106.0
pendik,Sülüntepe Mahallesi,SÜLÜNTEPE,40655.0,"Sülüntepe Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Sülüntepe Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.91445980554566,29.275983122110947,34374,653.4,0.0307,HIGH,44.0,1645.0,673.0,2070.0,240.0,52.0,8.0,41.0,4.0,2.0,19.0,976.0,0.0,1.0,1.0,2362.0
pendik,Ertuğrul Gazi Mahallesi,ERTUÐRUL GAZÝ,40635.0,"Ertuğrul Gazi Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34909, Türkiye","{""suburb"": ""Ertuğrul Gazi Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34909"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.91749995000404,29.26160458174613,47807,1028.9,0.0628,HIGH,2.0,2876.0,407.0,3265.0,20.0,0.0,29.0,107.0,7.0,9.0,40.0,720.0,0.0,1.0,1.0,3285.0
pendik,Çamlık Mahallesi,ÇAMLIK,40656.0,"Çamlık Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34912, Türkiye","{""suburb"": ""Çamlık Mahallesi"", ""town"": ""Pendik"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34912"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.92493781930558,29.28012532884591,14960,160.9,0.0221,MEDIUM,0.0,365.0,663.0,854.0,117.0,57.0,3.0,19.0,1.0,0.0,5.0,616.0,0.0,1.0,1.0,1028.0
pendik,Yenişehir Mahallesi,YENÝÞEHÝR,40653.0,"Yenişehir Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Yenişehir Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.93238015748469,29.305114249807797,22208,286.0,0.0306,MEDIUM,1.0,696.0,829.0,792.0,336.0,398.0,3.0,18.0,2.0,0.0,17.0,1526.0,1.0,1.0,1.0,1526.0
pendik,Harmandere Mahallesi,HARMANDERE,40636.0,"Harmandere Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Harmandere Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",40.930744028584094,29.325119850609564,6461,167.1,0.0223,MEDIUM,90.0,198.0,156.0,348.0,36.0,60.0,5.0,16.0,4.0,2.0,13.0,441.0,0.0,0.0,0.0,444.0
